%auto-ignore
#2D Feldman-Cousin p-values (statistical only) for AFB and FH for the decay B+->K+mumu,
# obtained from the measurements described in LHCb-PAPER-2014-007

#The q2 range for these values is 0.10 < q2 < 0.98 GeV^{2}/c^{4}

# AFB     FH   p-value
0.059875  0.275  0.02
0.059875  0.285  0.05
0.059875  0.295  0.03
0.059875  0.305  0.04
0.059875  0.315  0.05
0.059875  0.325  0.03
0.059875  0.335  0.03
0.059875  0.345  0.02
0.059875  0.355  0.02
0.059875  0.365  0.01
0.059875  0.375  0.0
0.059875  0.385  0.03
0.059875  0.395  0.01
0.065625  0.135  0.05
0.065625  0.145  0.05
0.065625  0.155  0.08
0.065625  0.165  0.03
0.065625  0.175  0.05
0.065625  0.185  0.05
0.065625  0.195  0.03
0.065625  0.205  0.04
0.065625  0.215  0.06
0.065625  0.225  0.04
0.065625  0.235  0.06
0.065625  0.245  0.03
0.065625  0.255  0.03
0.065625  0.265  0.04
0.065625  0.275  0.04
0.065625  0.285  0.03
0.065625  0.295  0.04
0.065625  0.305  0.03
0.065625  0.315  0.03
0.065625  0.325  0.02
0.065625  0.335  0.02
0.065625  0.345  0.02
0.065625  0.355  0.02
0.065625  0.365  0.01
0.065625  0.375  0.01
0.065625  0.385  0.02
0.065625  0.395  0.01
0.071375  0.145  0.03
0.071375  0.155  0.04
0.071375  0.165  0.05
0.071375  0.175  0.04
0.071375  0.185  0.03
0.071375  0.195  0.05
0.071375  0.205  0.05
0.071375  0.215  0.03
0.071375  0.225  0.03
0.071375  0.235  0.04
0.071375  0.245  0.03
0.071375  0.255  0.03
0.071375  0.265  0.01
0.071375  0.275  0.02
0.071375  0.285  0.02
0.071375  0.295  0.01
0.071375  0.305  0.03
0.071375  0.315  0.01
0.071375  0.325  0.01
0.071375  0.335  0.02
0.071375  0.345  0.02
0.071375  0.355  0.03
0.071375  0.365  0.02
0.071375  0.375  0.01
0.071375  0.385  0.02
0.071375  0.395  0.01
0.077125  0.155  0.02
0.077125  0.165  0.03
0.077125  0.175  0.04
0.077125  0.185  0.03
0.077125  0.195  0.02
0.077125  0.205  0.03
0.077125  0.215  0.02
0.077125  0.225  0.01
0.077125  0.235  0.03
0.077125  0.245  0.03
0.077125  0.255  0.03
0.077125  0.265  0.04
0.077125  0.275  0.01
0.077125  0.285  0.03
0.077125  0.295  0.02
0.077125  0.305  0.01
0.077125  0.315  0.01
0.077125  0.325  0.01
0.077125  0.335  0.01
0.077125  0.345  0.02
0.077125  0.355  0.01
0.077125  0.365  0.01
0.077125  0.375  0.01
0.077125  0.395  0.01
